cif name= ./4329528.cif
./4329528.cif
Full Formula (Na16 Nb16 O48)
Na1 : [3.92842   0.        9.8142408] : 11
Na1 : [3.92842   0.        5.8822533] : 13
Nb1 : [1.96421  1.96687  7.863975] : 31
Nb1 : [ 1.96421  -1.96687   7.863975] : 29
!!!atention to nb coordination!!!
         [2.599212468947978, 2.577710160916759, 1.9869939057403632, 1.9869939057403607]
         [2.599212468947978, 2.57771016091676, 1.9869939057403627, 1.9869939057403627]

ce_symbol  = A:2
ce_fraction=  0.0012682976887842127
species:coords:index
Nb1 : [1.96421  1.96687  7.863975] : 31
Nb1 : [ 1.96421  -1.96687   7.863975] : 29
!!!atention to nb coordination!!!
         [1.9869939057403632, 1.9869939057403607]
         [1.9869939057403627, 1.9869939057403627]


**isite= 74
O1 : [6.17311919 3.93374    7.89385811]

ce_symbol  = L:2
ce_fraction=  0.8079138055934102
species:coords:index
Nb1 : [5.89263  1.96687  7.863975] : 30
Nb1 : [5.89263  5.90061  7.863975] : 28
!!!atention to nb coordination!!!
         [1.9869939057403625, 1.9869939057403647]
         [1.9869939057403627, 1.986993905740363]

ce_symbol  = T:4
ce_fraction=  0.10518428743561246
species:coords:index
Nb1 : [5.89263  1.96687  7.863975] : 30
Na1 : [7.85684   3.93374   5.9137092] : 10
Na1 : [7.85684   3.93374   9.8456967] : 12
Nb1 : [5.89263  5.90061  7.863975] : 28
!!!atention to nb coordination!!!
         [1.9869939057403625, 2.599212468947978, 2.57771016091676, 1.9869939057403647]
         [1.9869939057403627, 2.599212468947978, 2.57771016091676, 1.986993905740363]

ce_symbol  = SS:4
ce_fraction=  0.08563360928219307
species:coords:index
Nb1 : [5.89263  1.96687  7.863975] : 30
Na1 : [7.85684   3.93374   5.9137092] : 10
Na1 : [7.85684   3.93374   9.8456967] : 12
Nb1 : [5.89263  5.90061  7.863975] : 28
!!!atention to nb coordination!!!
         [1.9869939057403625, 2.599212468947978, 2.57771016091676, 1.9869939057403647]
         [1.9869939057403627, 2.599212468947978, 2.57771016091676, 1.986993905740363]

ce_symbol  = A:2
ce_fraction=  0.0012682976887842215
species:coords:index
Nb1 : [5.89263  1.96687  7.863975] : 30
Nb1 : [5.89263  5.90061  7.863975] : 28
!!!atention to nb coordination!!!
         [1.9869939057403625, 1.9869939057403647]
         [1.9869939057403627, 1.986993905740363]


**isite= 75
O1 : [1.68372081 3.93374    7.89385811]

ce_symbol  = L:2
ce_fraction=  0.8079138055934099
species:coords:index
Nb1 : [1.96421  5.90061  7.863975] : 29
Nb1 : [1.96421  1.96687  7.863975] : 31
!!!atention to nb coordination!!!
         [1.9869939057403647, 1.9869939057403623]
         [1.986993905740363, 1.9869939057403627]

ce_symbol  = T:4
ce_fraction=  0.10518428743561206
species:coords:index
Nb1 : [1.96421  5.90061  7.863975] : 29
Na1 : [0.        3.93374   9.8456967] : 12
Nb1 : [1.96421  1.96687  7.863975] : 31
Na1 : [0.        3.93374   5.9137092] : 10
!!!atention to nb coordination!!!
         [1.9869939057403647, 2.57771016091676, 1.9869939057403623, 2.599212468947978]
         [1.986993905740363, 2.57771016091676, 1.9869939057403627, 2.599212468947978]

ce_symbol  = SS:4
ce_fraction=  0.0856336092821939
species:coords:index
Nb1 : [1.96421  5.90061  7.863975] : 29
Na1 : [0.        3.93374   9.8456967] : 12
Nb1 : [1.96421  1.96687  7.863975] : 31
Na1 : [0.        3.93374   5.9137092] : 10
!!!atention to nb coordination!!!
         [1.9869939057403647, 2.57771016091676, 1.9869939057403623, 2.599212468947978]
         [1.986993905740363, 2.57771016091676, 1.9869939057403627, 2.599212468947978]

ce_symbol  = A:2
ce_fraction=  0.0012682976887842114
species:coords:index
Nb1 : [1.96421  5.90061  7.863975] : 29
Nb1 : [1.96421  1.96687  7.863975] : 31
!!!atention to nb coordination!!!
         [1.9869939057403647, 1.9869939057403623]
         [1.986993905740363, 1.9869939057403627]


**isite= 76
O1 : [ 6.1723335  0.        11.700022 ]

ce_symbol  = L:2
ce_fraction=  0.6825675551016278
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Nb1 : [ 5.88477316 -1.96765675 11.79438971] : 24
!!!atention to nb coordination!!!
         [1.9907961453133836, 1.9907961453133824]
         [1.9907961453133831, 1.9907961453133831]

ce_symbol  = T:4
ce_fraction=  0.16821386648952577
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Nb1 : [ 5.88477316 -1.96765675 11.79438971] : 24
Na1 : [7.85684    0.         9.73560105] : 4
Na1 : [ 7.85684     0.         13.76195625] : 6
!!!atention to nb coordination!!!
         [1.9907961453133836, 1.9907961453133824, 2.587761933314058, 2.6625429509718574]
         [1.9907961453133831, 1.9907961453133831, 2.587761933314058, 2.6625429509718574]

ce_symbol  = SS:4
ce_fraction=  0.14093193284992908
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Nb1 : [ 5.88477316 -1.96765675 11.79438971] : 24
Na1 : [7.85684    0.         9.73560105] : 4
Na1 : [ 7.85684     0.         13.76195625] : 6
!!!atention to nb coordination!!!
         [1.9907961453133836, 1.9907961453133824, 2.587761933314058, 2.6625429509718574]
         [1.9907961453133831, 1.9907961453133831, 2.587761933314058, 2.6625429509718574]

ce_symbol  = TS:3
ce_fraction=  0.0036336686584951027
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Nb1 : [ 5.88477316 -1.96765675 11.79438971] : 24
Na1 : [7.85684    0.         9.73560105] : 4
!!!atention to nb coordination!!!
         [1.9907961453133836, 1.9907961453133824, 2.587761933314058]
         [1.9907961453133831, 1.9907961453133831, 2.587761933314058]

ce_symbol  = TL:3
ce_fraction=  0.0022336175289780517
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Nb1 : [ 5.88477316 -1.96765675 11.79438971] : 24
Na1 : [7.85684    0.         9.73560105] : 4
!!!atention to nb coordination!!!
         [1.9907961453133836, 1.9907961453133824, 2.587761933314058]
         [1.9907961453133831, 1.9907961453133831, 2.587761933314058]

ce_symbol  = A:2
ce_fraction=  0.0019916393795824474
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Nb1 : [ 5.88477316 -1.96765675 11.79438971] : 24
!!!atention to nb coordination!!!
         [1.9907961453133836, 1.9907961453133824]
         [1.9907961453133831, 1.9907961453133831]

ce_symbol  = TY:3
ce_fraction=  0.00042771999186170823
species:coords:index
Nb1 : [ 5.88477316  1.96765675 11.79438971] : 26
Nb1 : [ 5.88477316 -1.96765675 11.79438971] : 24
Na1 : [7.85684    0.         9.73560105] : 4
!!!atention to nb coordination!!!
         [1.9907961453133836, 1.9907961453133824, 2.587761933314058]
         [1.9907961453133831, 1.9907961453133831, 2.587761933314058]


**isite= 77
O1 : [ 1.6845065  0.        11.700022 ]

ce_symbol  = L:2
ce_fraction=  0.6825675551016273
species:coords:index
Nb1 : [ 1.97206684 -1.96765675 11.79438971] : 25
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
!!!atention to nb coordination!!!
         [1.9907961453133824, 1.9907961453133836]
         [1.990796145313383, 1.990796145313383]

ce_symbol  = T:4
ce_fraction=  0.16821386648952463
species:coords:index
Na1 : [ 0.          0.         13.76195625] : 6
Nb1 : [ 1.97206684 -1.96765675 11.79438971] : 25
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Na1 : [0.         0.         9.73560105] : 4
!!!atention to nb coordination!!!
         [2.6625429509718574, 1.9907961453133824, 1.9907961453133836, 2.5877619333140576]
         [2.6625429509718574, 1.990796145313383, 1.990796145313383, 2.5877619333140576]

ce_symbol  = SS:4
ce_fraction=  0.14093193284993066
species:coords:index
Na1 : [ 0.          0.         13.76195625] : 6
Nb1 : [ 1.97206684 -1.96765675 11.79438971] : 25
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Na1 : [0.         0.         9.73560105] : 4
!!!atention to nb coordination!!!
         [2.6625429509718574, 1.9907961453133824, 1.9907961453133836, 2.5877619333140576]
         [2.6625429509718574, 1.990796145313383, 1.990796145313383, 2.5877619333140576]

ce_symbol  = TS:3
ce_fraction=  0.003633668658495209
species:coords:index
Nb1 : [ 1.97206684 -1.96765675 11.79438971] : 25
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Na1 : [0.         0.         9.73560105] : 4
!!!atention to nb coordination!!!
         [1.9907961453133824, 1.9907961453133836, 2.5877619333140576]
         [1.990796145313383, 1.990796145313383, 2.5877619333140576]

ce_symbol  = TL:3
ce_fraction=  0.0022336175289780925
species:coords:index
Nb1 : [ 1.97206684 -1.96765675 11.79438971] : 25
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Na1 : [0.         0.         9.73560105] : 4
!!!atention to nb coordination!!!
         [1.9907961453133824, 1.9907961453133836, 2.5877619333140576]
         [1.990796145313383, 1.990796145313383, 2.5877619333140576]

ce_symbol  = A:2
ce_fraction=  0.001991639379582434
species:coords:index
Nb1 : [ 1.97206684 -1.96765675 11.79438971] : 25
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
!!!atention to nb coordination!!!
         [1.9907961453133824, 1.9907961453133836]
         [1.990796145313383, 1.990796145313383]

ce_symbol  = TY:3
ce_fraction=  0.0004277199918617156
species:coords:index
Nb1 : [ 1.97206684 -1.96765675 11.79438971] : 25
Nb1 : [ 1.97206684  1.96765675 11.79438971] : 27
Na1 : [0.         0.         9.73560105] : 4
!!!atention to nb coordination!!!
         [1.9907961453133824, 1.9907961453133836, 2.5877619333140576]
         [1.990796145313383, 1.990796145313383, 2.5877619333140576]


**isite= 78
O1 : [5.6129265  3.93374    4.02792799]

ce_symbol  = L:2
ce_fraction=  0.682567555101627
species:coords:index
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
!!!atention to nb coordination!!!
         [1.990796145313383, 1.990796145313384]
         [1.9907961453133831, 1.9907961453133831]

ce_symbol  = T:4
ce_fraction=  0.16821386648952755
species:coords:index
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
Na1 : [3.92842    3.93374    5.99234895] : 5
Na1 : [3.92842    3.93374    1.96599375] : 7
!!!atention to nb coordination!!!
         [1.990796145313383, 1.990796145313384, 2.5877619333140585, 2.662542950971856]
         [1.9907961453133831, 1.9907961453133831, 2.5877619333140585, 2.662542950971856]

ce_symbol  = SS:4
ce_fraction=  0.14093193284992825
species:coords:index
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
Na1 : [3.92842    3.93374    5.99234895] : 5
Na1 : [3.92842    3.93374    1.96599375] : 7
!!!atention to nb coordination!!!
         [1.990796145313383, 1.990796145313384, 2.5877619333140585, 2.662542950971856]
         [1.9907961453133831, 1.9907961453133831, 2.5877619333140585, 2.662542950971856]

ce_symbol  = TS:3
ce_fraction=  0.0036336686584949917
species:coords:index
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
Na1 : [3.92842    3.93374    5.99234895] : 5
!!!atention to nb coordination!!!
         [1.990796145313383, 1.990796145313384, 2.5877619333140585]
         [1.9907961453133831, 1.9907961453133831, 2.5877619333140585]

ce_symbol  = TL:3
ce_fraction=  0.002233617528977983
species:coords:index
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
Na1 : [3.92842    3.93374    5.99234895] : 5
!!!atention to nb coordination!!!
         [1.990796145313383, 1.990796145313384, 2.5877619333140585]
         [1.9907961453133831, 1.9907961453133831, 2.5877619333140585]

ce_symbol  = A:2
ce_fraction=  0.001991639379582479
species:coords:index
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
!!!atention to nb coordination!!!
         [1.990796145313383, 1.990796145313384]
         [1.9907961453133831, 1.9907961453133831]

ce_symbol  = TY:3
ce_fraction=  0.0004277199918617
species:coords:index
Nb1 : [5.90048684 1.96608325 3.93356029] : 22
Nb1 : [5.90048684 5.90139675 3.93356029] : 20
Na1 : [3.92842    3.93374    5.99234895] : 5
!!!atention to nb coordination!!!
         [1.990796145313383, 1.990796145313384, 2.5877619333140585]
         [1.9907961453133831, 1.9907961453133831, 2.5877619333140585]


**isite= 79
O1 : [2.2439135  3.93374    4.02792799]

ce_symbol  = L:2
ce_fraction=  0.6825675551016253
species:coords:index
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.990796145313383, 1.990796145313384]
         [1.9907961453133833, 1.9907961453133831]

ce_symbol  = T:4
ce_fraction=  0.16821386648952819
species:coords:index
Na1 : [3.92842    3.93374    1.96599375] : 7
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
Na1 : [3.92842    3.93374    5.99234895] : 5
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [2.6625429509718552, 1.990796145313383, 2.587761933314058, 1.990796145313384]
         [2.6625429509718552, 1.9907961453133833, 2.587761933314058, 1.9907961453133831]

ce_symbol  = SS:4
ce_fraction=  0.14093193284992972
species:coords:index
Na1 : [3.92842    3.93374    1.96599375] : 7
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
Na1 : [3.92842    3.93374    5.99234895] : 5
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [2.6625429509718552, 1.990796145313383, 2.587761933314058, 1.990796145313384]
         [2.6625429509718552, 1.9907961453133833, 2.587761933314058, 1.9907961453133831]

ce_symbol  = TS:3
ce_fraction=  0.003633668658494937
species:coords:index
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
Na1 : [3.92842    3.93374    5.99234895] : 5
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.990796145313383, 2.587761933314058, 1.990796145313384]
         [1.9907961453133833, 2.587761933314058, 1.9907961453133831]

ce_symbol  = TL:3
ce_fraction=  0.0022336175289779485
species:coords:index
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
Na1 : [3.92842    3.93374    5.99234895] : 5
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.990796145313383, 2.587761933314058, 1.990796145313384]
         [1.9907961453133833, 2.587761933314058, 1.9907961453133831]

ce_symbol  = A:2
ce_fraction=  0.0019916393795825003
species:coords:index
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.990796145313383, 1.990796145313384]
         [1.9907961453133833, 1.9907961453133831]

ce_symbol  = TY:3
ce_fraction=  0.0004277199918616944
species:coords:index
Nb1 : [1.95635316 1.96608325 3.93356029] : 23
Na1 : [3.92842    3.93374    5.99234895] : 5
Nb1 : [1.95635316 5.90139675 3.93356029] : 21
!!!atention to nb coordination!!!
         [1.990796145313383, 2.587761933314058, 1.990796145313384]
         [1.9907961453133833, 2.587761933314058, 1.9907961453133831]

END

